Winner,TitleBout,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,M_DEC_diff,S_DEC_diff,U_DEC_diff,TKO_diff,odds_diff,ev_diff,Stance_diff
0,0,-1,-3,-2,-1,-2,-7,0,6,-3,0.0,-2.54,-1,-18.6364,-0.1455,-0.8364,-1,0,0.03899999999999998,-0.124,0,0,-4,0,460.0,178.3333,0
1,0,0,0,3,7,-4,31,0,2,0,-7.62,-7.62,-4,23.0769,0.8462,1.3846,-1,0,-0.0030000000000000027,0.211,0,2,3,0,1800.0,790.0,1
1,0,-2,-1,-7,-12,2,-36,0,-2,-5,5.08,10.16,4,-12.8125,-1.875,-1.4375,-1,0,-0.049000000000000044,-0.523,0,0,-5,0,355.0,115.9459,1
1,0,0,0,-2,-3,3,-15,0,-1,0,0.0,12.7,-1,-9.2857,0.0,1.0,0,0,0.14900000000000002,1.0,0,-1,-1,0,-260.0,-50.9259,0
1,0,0,0,-1,-4,0,-8,-2,-3,0,7.62,2.54,2,30.5,1.375,2.75,-1,0,0.11699999999999999,0.314,0,0,-1,0,850.0,377.7778,0
1,0,0,0,-1,-2,3,-9,0,-2,0,2.54,-5.08,-1,16.2143,0.0,-0.1429,0,0,0.043999999999999984,-0.071,0,0,0,0,300.0,80.4839,1
0,0,0,0,0,0,0,0,0,0,0,-15.24,-22.86,-3,-58.0,-3.0,0.0,1,0,-0.10999999999999999,-0.25,0,1,-1,0,260.0,50.9259,0
1,0,-2,0,-1,-2,-2,-6,0,-1,0,2.54,2.54,1,-23.0,-0.2222,-0.8889,0,0,-0.029000000000000026,-0.14200000000000002,0,-1,0,0,675.0,291.831,0
1,0,0,0,0,0,0,0,0,0,0,2.54,10.16,-4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,210.0,9.090900000000005,0
1,0,0,0,0,2,0,0,0,2,0,5.08,5.08,5,-18.1905,0.0794,0.3492,-1,0,-0.09499999999999997,0.208,0,0,0,0,-420.0,-154.5455,0
1,0,1,0,1,1,0,0,0,1,0,0.0,2.54,-3,8.8333,-0.8333,-0.6667,-1,0,0.07699999999999996,0.29200000000000004,0,0,0,0,355.0,115.9459,0
1,0,0,1,0,-2,2,-5,0,1,-3,-5.08,5.08,3,-3.25,-0.125,-0.4167,-1,0,-0.010999999999999954,-0.09599999999999997,1,1,-2,0,-330.0,-101.1765,0
0,0,0,-2,-2,-4,1,-15,0,2,0,-2.54,-2.54,-10,-5.0833,0.0,-1.625,-1,0,0.25999999999999995,-0.255,0,-1,-5,0,280.0,66.0345,-1
0,0,0,0,0,-4,4,-21,0,0,-1,5.08,0.0,4,0.0308,-0.0923,3.8,-1,0,0.10099999999999998,0.015000000000000013,0,0,-3,0,-580.0,-242.2131,1
1,0,1,1,-3,-6,3,-22,-1,-6,1,15.24,10.16,-2,-9.4485,0.3309,-0.0221,0,0,-0.13299999999999995,-0.26799999999999996,0,1,-2,-1,903.0,402.1667,0
1,0,-3,0,-2,-2,-3,2,0,0,-1,2.54,0.0,-1,4.9167,-0.1667,-0.5833,0,0,-0.07200000000000001,-0.18399999999999997,0,0,-1,0,510.0,207.26420000000002,0
0,0,2,0,0,0,2,-6,0,0,0,5.08,-2.54,7,-28.5,-0.5,-0.5,0,0,0.0,0.0,0,0,0,0,220.0,18.043499999999995,-1
1,0,0,-2,-2,-2,1,-8,0,0,-1,2.54,2.54,-6,-25.0,-1.6667,-1.0,0,0,0.0,0.0,0,0,-1,0,560.0,231.1017,0
1,0,1,0,-1,-1,1,-3,0,-1,0,0.0,2.54,-4,-26.5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,795.0,351.1905,0
1,0,1,0,-1,-1,1,-6,0,-1,0,-2.54,-5.08,5,-45.0,0.0,-3.0,-1,0,0.0,0.0,0,0,0,0,300.0,80.4839,0
1,0,0,0,0,0,0,0,0,0,0,7.62,5.08,-5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,270.0,58.5714,0
1,0,0,0,0,0,0,0,0,0,0,12.7,0.0,-4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,550.0,225.5172,-2
0,0,0,1,-2,-12,5,-41,-1,-7,0,-5.08,-2.54,1,-16.3421,-0.2632,-0.3684,-1,0,0.08899999999999997,-0.10199999999999998,0,-1,-4,0,385.0,135.0,0
1,0,0,-1,-1,-2,6,-23,-2,0,2,5.08,12.7,0,-3.5952,0.5238,1.0476,0,0,0.16199999999999998,0.286,0,-1,-2,0,-385.0,-135.0,-1
0,1,0,0,0,0,0,0,0,0,0,0.0,10.16,4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-365.0,-122.36840000000001,1
1,1,0,0,0,0,0,0,0,0,0,-2.54,-2.54,2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-300.0,-80.4839,-1
1,0,0,1,-1,-4,2,-14,0,-1,-3,-2.54,-10.16,-6,-16.3333,-0.7778,-0.5556,-1,0,0.039000000000000035,-0.16000000000000003,0,1,-2,0,1900.0,840.4762,1
0,0,0,0,-1,-8,7,-41,0,-1,0,2.54,5.08,-2,-7.7647,-0.1176,-0.5882,0,0,0.059,-0.225,0,-3,-4,0,0.0,0.0,0
1,0,1,0,0,0,1,-3,0,0,0,10.16,-2.54,-3,-87.0,0.0,0.0,-1,0,0.0,0.0,0,0,0,0,510.0,207.26420000000002,0
1,0,1,0,-1,-2,2,-9,0,-1,0,0.0,2.54,2,-34.25,0.0,-0.25,0,0,0.0,0.0,0,0,-1,0,1200.0,524.8485,0
1,0,1,1,-1,-2,5,-19,0,-2,2,-15.24,-2.54,8,-25.4333,2.2333,-0.6,0,0,-0.11599999999999999,-0.291,0,-1,-1,0,300.0,80.4839,0
1,0,1,0,-3,-7,5,-28,0,0,-4,7.62,-10.16,5,-23.0833,-1.0833,-2.75,0,0,0.0,0.0,0,0,-3,0,1200.0,524.8485,0
1,0,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,450.0,172.4468,0
1,0,0,0,0,0,0,0,0,0,0,-5.08,0.0,-1,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,440.0,166.5217,0
1,0,0,-2,-2,-2,1,-5,0,0,-2,0.0,7.62,-1,-19.6667,-0.6667,-0.6667,0,0,0.0,0.0,0,0,0,0,600.0,253.254,0
0,0,-1,0,1,1,-1,5,-1,5,-2,-7.62,-12.7,0,-2.9899,-1.0202,-0.5051,1,0,-0.009000000000000008,-0.009999999999999981,0,0,-2,0,-310.0,-87.5,0
1,0,1,1,-3,-9,8,-48,0,-1,-3,0.0,-2.54,-3,4.5556,0.2778,0.1667,-1,0,0.554,-0.129,0,-3,-2,0,270.0,58.5714,0
0,0,0,1,-1,-3,3,-16,0,-2,0,15.24,7.62,1,36.2222,0.1111,2.2222,0,0,-0.14300000000000002,0.124,0,-3,2,0,-775.0,-340.6098,-1
1,0,0,0,-2,-3,3,-13,-1,-1,1,-2.54,-7.62,2,-16.2857,0.2857,-3.0,0,0,0.08899999999999997,-0.516,0,0,-3,0,-490.0,-195.7843,-1
1,0,0,0,0,0,0,0,0,1,0,-5.08,-2.54,-4,16.0,1.0,1.0,0,0,0.36000000000000004,-0.09999999999999998,0,0,-1,0,535.0,219.2857,-1
1,0,0,-1,-4,-6,2,-20,-1,0,-3,5.08,-7.62,-1,48.6,-0.3,-1.3,0,0,0.243,-0.208,0,0,-3,0,1010.0,446.6514,0
0,0,0,0,0,0,0,0,0,0,0,-2.54,0.0,-2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-440.0,-166.5217,0
0,0,-3,-1,2,0,1,0,0,-5,0,-5.08,-5.08,-11,-2.5076,0.1212,-0.0606,-1,0,-0.01100000000000001,0.16499999999999998,0,2,3,0,320.0,94.3939,0
0,0,-1,-3,0,4,-5,16,0,1,1,2.54,-5.08,-1,0.5833,0.4167,1.1667,0,0,0.016000000000000014,0.25,0,0,2,0,720.0,313.6842,1
1,0,0,-1,-1,-2,2,-12,0,0,0,5.08,2.54,6,-41.5,-0.8333,0.0,0,0,-0.027999999999999914,0.25,0,-1,-1,0,-550.0,-225.5172,0
1,0,0,0,0,0,1,-3,0,0,0,7.62,15.24,7,8.5,0.0,0.0,0,0,-0.08500000000000002,0.355,0,-1,1,0,-600.0,-253.254,0
1,0,0,0,0,2,-1,10,-1,0,0,10.16,0.0,3,14.5,0.9286,0.1786,0,0,-0.064,-0.14400000000000002,0,0,2,0,355.0,115.9459,0
0,0,0,0,-3,-3,0,-11,0,0,0,2.54,2.54,-5,-31.25,-0.5,-3.0,0,0,-0.545,-0.455,0,-1,-2,0,1500.0,648.0952,0
1,0,-1,0,1,2,-2,11,0,1,1,0.0,-2.54,-3,33.6667,0.2857,-0.1905,-1,0,0.123,0.17,0,0,0,0,-355.0,-115.9459,0
0,0,0,0,0,0,-2,5,0,-1,1,0.0,7.62,-4,-14.25,0.5,-0.5,0,0,-0.14500000000000002,-0.335,0,0,0,0,260.0,50.9259,0
0,0,0,-1,-1,-1,0,-3,0,0,0,5.08,-5.08,8,-31.0,0.0,-2.0,0,0,0.0,0.0,0,0,-1,0,260.0,50.9259,0
1,0,2,0,-1,-1,3,-8,-1,0,0,5.08,-10.16,-3,-18.75,-0.25,-0.25,0,0,0.0,0.0,0,-1,0,0,-600.0,-253.254,0
1,1,1,3,-3,-3,-1,-9,-1,-1,0,5.08,12.7,-1,-8.8833,-0.4167,-1.7667,-1,0,-0.11699999999999994,0.23700000000000004,-1,-1,0,0,693.0,300.6027,0
0,0,0,0,-4,-4,2,-23,-2,-2,0,-12.7,-2.54,-2,-22.8889,-0.8889,-0.4444,-1,0,0.269,-0.139,0,-1,-1,0,385.0,135.0,0
0,0,1,4,-2,-9,6,-43,-2,-4,1,0.0,2.54,7,-12.8289,-0.3421,0.9342,-1,0,-0.09200000000000003,0.25200000000000006,0,-1,-5,0,-330.0,-101.1765,1
0,0,0,-1,-1,-2,1,-15,-1,2,0,-7.62,-2.54,-1,-23.0357,0.0,-0.9286,-1,0,0.07300000000000001,0.0040000000000000036,0,-3,-1,0,-330.0,-101.1765,-1
1,0,0,-1,-1,-1,-1,0,0,0,0,0.0,-7.62,8,1.5,1.0,0.0,0,0,0.125,0.0,-1,0,0,0,935.0,415.0,1
1,0,0,-1,4,7,-5,32,-1,2,0,0.0,0.0,-7,19.5714,0.4286,0.5,1,0,-0.09400000000000003,0.10499999999999998,0,1,4,0,330.0,101.1765,0
0,0,0,0,0,0,-1,2,0,0,0,-15.24,-12.7,3,28.0,-0.5,0.0,1,0,0.025000000000000022,-0.25,0,0,0,0,-480.0,-190.0,0
1,0,0,-4,-3,-2,0,-4,-1,0,1,7.62,12.7,1,-9.4167,0.0,1.9167,-1,0,0.186,-0.051999999999999935,0,-2,-1,0,500.0,201.5385,-1
0,0,0,-1,-1,-1,1,-8,0,1,0,-2.54,-7.62,0,-63.0,0.0,0.0,0,0,0.31,0.0,0,-1,-1,0,-610.0,-258.75,1
0,0,1,0,-1,-1,2,-7,0,0,0,5.08,-2.54,-6,-26.6667,0.0,-0.6667,0,0,0.0,0.0,0,0,-1,0,300.0,80.4839,0
0,0,3,1,1,1,3,-8,0,1,0,-5.08,-10.16,6,-12.6667,0.0,0.3333,0,0,0.33999999999999997,0.327,0,0,0,0,-1225.0,-535.1852,-1
0,0,1,0,-1,-1,1,-6,0,0,-1,-5.08,2.54,7,-24.5,-1.5,-0.5,0,0,0.0,0.0,0,0,0,0,-300.0,-80.4839,1
0,0,0,0,-2,-3,2,-8,0,0,-3,5.08,0.0,-2,-6.6667,-0.6667,-0.6667,0,0,0.025000000000000022,-0.332,0,0,0,0,400.0,142.381,-1
1,0,1,3,-3,-4,2,-14,-1,0,-2,-10.16,0.0,-7,1.5556,-0.2222,-0.2222,-1,0,0.264,0.02400000000000002,0,0,-2,2,975.0,430.9524,0
1,0,-1,-2,2,6,-5,11,-1,5,0,-2.54,-12.7,-3,-17.4143,0.0952,0.2667,-1,0,0.05099999999999999,-0.0020000000000000018,0,2,-1,1,290.0,73.3333,1
1,0,1,0,-2,-3,3,-12,0,-1,-1,-5.08,-10.16,1,-35.3333,-0.1667,-1.5,0,0,0.0,0.0,0,-1,0,0,1800.0,790.0,0
1,0,0,-1,-1,-1,0,-3,0,1,-1,2.54,2.54,-1,-11.5,0.0,-0.5,0,0,-0.010000000000000009,-0.55,0,0,-1,0,535.0,219.2857,2
0,0,0,0,-2,-4,2,-10,0,-1,-1,-20.32,-20.32,10,-18.2857,-0.1429,0.2857,0,0,-0.5439999999999999,-0.09899999999999998,-1,0,-1,0,-260.0,-50.9259,1
1,0,0,-2,-2,-2,0,-5,0,0,-1,-12.7,-7.62,-5,-76.0,-1.0,-1.0,0,0,0.0,0.0,0,0,-1,0,775.0,321.7442,0
0,0,0,-1,-1,-1,1,-4,-1,0,-1,-5.08,-12.7,-7,-34.5,-1.0,-0.5,0,0,0.0,0.0,0,0,0,0,430.0,160.5556,-1
1,0,0,-1,-1,-1,0,-3,0,0,0,2.54,-7.62,6,-21.0,-1.0,-1.0,0,0,0.0,0.0,0,0,-1,0,490.0,187.26420000000002,0
1,0,0,0,1,-2,2,-9,0,-1,0,-2.54,-2.54,6,22.5417,0.2917,-0.0833,-1,0,-0.11300000000000004,-0.119,0,0,-1,0,550.0,225.5172,1
0,1,0,0,0,0,0,0,0,0,0,-2.54,-2.54,5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,560.0,231.1017,0
1,0,0,0,-3,-3,1,-7,0,-2,0,-7.62,-10.16,6,0.4889,-0.4444,0.4,0,0,-0.06500000000000006,0.2,0,0,-1,0,220.0,18.043499999999995,1
1,0,1,0,1,2,-1,1,0,1,2,-12.7,-15.24,-1,-13.5,0.025,-1.55,0,0,-0.007000000000000006,-0.246,0,-1,0,0,895.0,398.9474,0
0,0,1,0,-1,-1,1,-6,0,0,0,-5.08,-10.16,-6,-38.0,0.0,-1.5,0,0,0.0,0.0,0,0,-1,0,-385.0,-135.0,1
0,0,1,0,0,0,2,-11,0,0,1,0.0,-10.16,-1,-66.2857,0.6571,0.6571,0,0,0.10100000000000003,-0.05499999999999999,0,-1,0,0,310.0,87.5,0
0,0,0,0,0,0,0,0,0,0,0,2.54,8.93,7,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-260.0,-50.9259,0
0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,-1,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,830.0,367.2727,0
1,1,0,-1,-1,-1,0,-3,-2,1,-2,-2.54,-5.08,-6,-15.5,-2.0,-1.5,-1,0,0.31500000000000006,0.125,0,0,0,0,685.0,297.2222,0
1,0,0,-2,-2,-2,0,-6,0,0,0,7.62,10.16,1,-66.5,0.0,-1.5,0,0,0.0,0.0,0,0,-2,0,1350.0,586.6667,0
1,0,0,0,0,6,-3,23,1,-1,5,2.54,-10.16,-12,-24.9779,0.375,-0.0809,-1,0,0.015000000000000013,-0.10300000000000004,0,0,2,0,550.0,225.5172,-1
1,0,0,0,-2,-4,1,-11,0,-3,1,-2.54,2.54,13,-6.869,1.7381,0.7976,-1,0,0.19399999999999995,0.33100000000000007,0,-1,-1,0,320.0,94.3939,0
0,0,1,2,0,1,0,0,-1,1,0,0.0,5.08,-8,-17.0833,0.0,0.6667,0,0,0.15600000000000003,0.04199999999999998,0,0,0,0,-250.0,-43.076899999999995,0
1,0,-1,-2,-2,-2,-1,-3,0,0,0,0.0,-5.08,2,18.0,-1.5,-0.5,-1,0,-0.135,-0.5,0,0,-2,0,290.0,73.3333,0
1,0,0,-5,-5,-5,1,-14,0,-1,-1,2.54,-2.54,4,-34.5,-0.3333,-1.0,-1,0,0.0,0.0,0,-1,-2,0,518.0,210.963,0
0,0,0,0,0,0,0,0,0,0,0,-7.62,0.0,2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-620.0,-250.5882,0
1,0,0,0,0,0,0,-1,0,0,1,0.0,0.0,1,2.0,4.0,-4.0,-1,0,0.10999999999999999,0.65,0,0,-1,0,440.0,166.5217,1
0,0,-1,0,1,0,3,-9,0,1,0,5.08,0.0,7,-3.7857,-0.0357,-2.0,0,0,-0.05099999999999999,-0.284,0,0,-1,0,-903.0,-402.1667,-1
1,0,0,0,0,0,0,0,0,0,0,0.0,-2.54,1,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-580.0,-242.2131,0
1,0,0,0,-7,-11,4,-36,-4,-5,-1,2.54,5.08,7,48.875,-0.5,-0.8125,-1,0,-0.028000000000000025,-0.353,0,-1,-4,0,400.0,142.381,1
1,0,0,4,4,4,0,14,0,-1,1,5.08,15.24,2,8.3333,0.1667,1.5,1,0,-0.020000000000000018,0.28200000000000003,0,1,3,0,935.0,415.0,0
1,0,1,0,-1,-3,3,-9,0,-1,-2,-5.08,-7.62,1,-11.5,-0.8333,-0.3333,0,0,0.0,0.0,0,0,0,0,2000.0,890.9091,-1
0,0,0,0,0,0,0,0,0,-1,1,2.54,0.0,2,0.0,1.0,1.0,0,0,-0.16000000000000003,1.0,0,0,0,0,260.0,50.9259,0
1,0,1,0,-1,-3,3,-6,0,0,-4,-5.08,-12.7,0,13.1111,-1.1111,1.0,0,0,0.010000000000000009,0.17099999999999999,0,0,1,0,1325.0,576.3946,0
0,0,0,0,0,0,1,-4,0,1,0,2.54,0.0,8,-32.5,2.0,-0.3333,0,0,-0.057999999999999996,-0.083,0,-1,0,0,-480.0,-190.0,0
1,0,0,0,0,-1,1,-4,0,0,-1,5.08,5.08,1,23.3333,-0.3333,1.3333,0,0,0.3,0.10700000000000001,0,-1,1,0,-310.0,-87.5,0
1,0,0,0,-2,-3,1,-6,0,-1,-2,2.54,5.08,7,17.0,-0.8,0.2,0,0,-0.08399999999999996,0.6699999999999999,0,0,0,0,300.0,80.4839,0
1,0,1,1,-1,-2,3,-11,0,-1,0,-12.7,-15.24,4,8.3333,-0.8333,2.6667,-1,0,-0.11299999999999999,0.16000000000000003,0,0,-1,0,410.0,148.4884,0
1,0,0,0,0,-1,1,-6,0,-1,0,0.0,-5.08,-4,-11.4,0.1333,0.0,0,0,-0.13000000000000006,0.18,0,0,0,0,-210.0,-9.090900000000005,0
1,0,1,0,-2,-2,1,-8,0,0,-1,-7.62,-12.7,9,-25.0,-2.0,-2.6667,0,0,0.0,0.0,0,0,-1,0,-410.0,-148.4884,0
0,0,0,0,0,0,0,0,0,0,0,2.54,0.0,5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0
1,1,0,-2,-2,0,-2,7,-1,-1,2,0.0,-7.62,-7,-7.5,0.4167,-0.0417,-1,0,0.11900000000000005,0.21,0,0,-1,0,640.0,275.1493,0
1,1,0,-1,-1,-1,0,-12,-5,0,1,2.54,2.54,-4,-29.55,1.05,-0.75,-1,0,0.065,-0.006000000000000005,0,0,-2,0,1350.0,586.6667,0
0,0,1,0,-3,-13,6,-29,-5,-2,-8,2.54,2.54,1,24.0455,-0.9091,-0.5303,1,0,0.19499999999999995,0.03700000000000003,0,0,-2,0,-795.0,-351.1905,1
0,0,0,-2,-2,-2,1,-4,0,-2,0,2.54,-5.08,-5,-11.9,0.5,1.6,-1,0,0.0030000000000000027,0.22499999999999998,0,0,0,0,-280.0,-66.0345,0
0,0,1,1,-1,-1,1,-5,0,1,-1,0.0,-5.08,-1,7.5833,-0.3333,-1.6667,0,0,0.12800000000000006,0.27,0,-1,0,0,220.0,18.043499999999995,0
0,0,0,-2,-2,-4,2,-16,0,-1,0,7.62,15.24,-2,-34.4286,0.0,1.0,0,0,0.03600000000000003,0.5,0,0,-3,0,240.0,35.0,-1
1,0,0,-1,-3,-5,3,-23,0,-1,0,7.62,10.16,4,-48.625,-0.25,-1.0,-1,0,0.0,0.0,0,-1,-3,0,330.0,101.1765,1
1,0,1,0,-1,-2,2,-10,0,1,-1,2.54,2.54,1,27.7619,-0.4286,-2.5714,0,0,-0.0030000000000000027,-0.544,0,-1,-1,0,-240.0,-35.0,1
1,0,0,-2,-2,-2,1,-7,-1,0,0,-2.54,17.78,5,-57.6667,0.0,-2.0,0,0,0.0,0.0,0,0,-2,0,290.0,73.3333,0
1,0,0,-2,-2,-2,0,-5,0,-2,0,2.54,2.54,5,-46.5,0.0,-0.5,0,0,0.0,0.0,0,0,0,-1,385.0,135.0,0
0,0,0,0,0,0,0,0,0,0,0,-7.62,-7.62,-5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-270.0,-58.5714,0
1,0,2,0,-1,-1,2,-7,0,0,0,-10.16,-22.86,-5,-34.3333,0.0,-2.0,0,0,0.0,0.0,0,0,-1,0,-280.0,-66.0345,0
1,0,1,1,-5,-4,0,-23,-5,2,0,2.54,2.54,-5,-39.375,-0.75,-1.125,-1,0,0.09899999999999998,0.36899999999999994,1,-2,-5,0,590.0,247.7419,1
1,0,0,1,1,7,-5,15,1,5,4,-5.08,-10.16,-3,-39.8118,0.5882,-0.5412,-1,0,0.08199999999999996,0.07199999999999995,0,0,-2,0,550.0,225.5172,0
1,0,0,0,-3,-7,3,-21,0,-2,-2,-7.62,-2.54,-1,-29.7273,0.7273,0.0909,-1,0,0.247,0.714,0,0,-3,0,330.0,101.1765,-1
0,0,0,1,-3,2,-6,23,0,3,0,-5.08,0.0,2,2.6275,-0.5817,-0.0327,-1,0,0.21599999999999997,-0.02699999999999997,0,1,-2,1,-220.0,-18.043499999999995,0
1,0,0,0,-1,-3,4,-17,0,0,-1,-10.16,-10.16,5,33.375,1.625,1.875,0,0,0.10599999999999998,0.375,0,-2,0,0,-369.0,-124.91669999999999,1
1,0,1,1,1,2,1,1,-1,-1,0,0.0,-2.54,-5,-9.0667,0.0,0.4333,-1,0,0.20500000000000002,0.01100000000000001,0,2,1,0,900.0,380.0,0
0,0,0,0,2,2,0,4,0,1,0,-7.62,-5.08,-4,28.6667,0.0,0.0,0,0,0.046999999999999986,0.0,0,1,0,0,-610.0,-258.75,0
1,0,-1,0,-1,-2,0,-8,0,-1,1,5.08,-2.54,-4,-21.4,0.3333,0.8667,0,0,0.067,0.07,0,-1,-1,0,460.0,178.3333,2
1,0,0,0,0,0,0,0,0,0,0,2.54,2.54,8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-535.0,-219.2857,0
0,0,0,0,0,0,0,0,0,0,0,-5.08,0.0,9,27.0,2.0,0.0,0,0,0.41000000000000003,0.0,0,0,0,0,755.0,330.0,1
1,0,0,0,5,5,-1,18,0,2,0,-10.16,-10.16,-5,24.8571,0.2857,0.4286,-1,0,-0.0030000000000000027,0.237,0,1,2,0,765.0,335.3086,1
0,0,0,3,3,5,0,13,0,1,0,5.08,5.08,1,6.8571,0.0,1.5714,-1,0,0.064,0.26,0,1,3,0,500.0,201.5385,0
1,0,-1,0,-1,-1,0,3,-1,-1,-1,0.0,7.62,-2,24.2667,-1.5,-0.6667,-1,0,-0.016000000000000014,-0.188,1,0,0,0,600.0,239.697,-1
1,0,0,0,0,0,0,0,0,-2,1,2.54,10.16,6,-10.0,1.0,2.0,0,0,-0.33499999999999996,0.15,0,0,1,0,400.0,142.381,0
1,0,1,1,-1,-1,1,-6,-1,0,-1,-2.54,-2.54,4,24.3333,-0.3333,3.0,-1,0,0.08700000000000002,0.16999999999999993,0,0,0,0,400.0,142.381,0
1,0,0,0,-1,-7,4,-24,0,1,-6,-12.7,-17.78,2,-3.0167,-1.2167,0.4167,0,0,0.11299999999999999,0.372,0,0,-2,0,230.0,26.666700000000006,0
1,0,1,0,-2,-1,0,0,-1,-1,1,-2.54,-12.7,-5,1.9667,0.1333,-0.8667,0,0,0.18,-0.383,0,0,-1,0,300.0,80.4839,0
0,0,0,0,0,0,0,0,0,0,0,7.62,12.7,8,-27.0,0.0,1.0,0,0,0.23999999999999994,0.5,0,-1,1,0,-340.0,-107.8571,0
1,0,0,0,0,0,0,-2,0,0,0,-2.54,7.62,1,-87.0,-1.0,-1.0,0,0,-0.8,-0.2,0,0,0,0,250.0,43.076899999999995,0
0,0,0,-1,-1,-1,0,-3,0,0,0,10.16,7.62,5,-27.0,0.0,-3.0,0,0,0.0,0.0,0,-1,0,0,518.0,210.963,0
1,0,0,0,0,0,0,0,0,0,0,5.08,0.0,-2,7.0,0.0,0.0,0,0,0.25,0.0,0,0,0,0,290.0,73.3333,0
0,0,2,0,-2,-4,4,-17,0,0,0,0.0,0.0,8,-13.375,0.0,-2.375,0,0,0.0,0.0,0,0,-4,0,385.0,135.0,-1
1,0,0,2,2,2,0,3,0,2,0,12.7,17.78,-1,44.0,0.0,0.5,-1,0,0.0,0.0,0,0,0,0,440.0,158.3333,2
1,0,0,0,0,0,0,0,0,0,0,5.08,2.54,11,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-6.0,-5.4465999999999894,0
1,0,0,0,0,0,0,0,0,0,0,2.54,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-300.0,-77.5,0
1,0,2,0,0,0,2,-6,0,0,0,-10.16,-17.78,-2,-17.0,0.0,-4.0,0,0,0.0,0.0,0,0,0,0,620.0,264.2308,0
1,0,2,0,-3,-3,3,-15,0,-1,0,12.7,17.78,-1,-62.6667,0.0,0.0,0,0,0.0,0.0,0,-1,-1,0,510.0,207.26420000000002,-2
1,0,-1,0,0,0,-1,1,0,0,0,17.78,25.4,3,9.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,320.0,94.3939,0
1,0,0,0,0,0,0,0,0,0,0,10.16,12.82,-8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-365.0,-122.36840000000001,0
1,0,0,0,0,0,0,0,0,0,0,0.0,-5.08,-5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,668.0,289.4286,-2
1,0,1,0,-1,-1,1,-4,0,0,-1,-2.54,-10.16,-2,-15.5,-3.0,0.0,0,0,0.0,0.0,0,0,0,0,685.0,297.2222,0
0,0,0,0,0,0,0,0,0,0,0,0.0,2.54,3,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,230.0,26.666700000000006,0
1,1,-1,-6,10,10,-1,25,11,9,1,0.0,-2.54,-9,2.598,-0.6471,-2.1569,-1,0,0.22999999999999993,-0.5920000000000001,0,0,0,0,-340.0,-107.8571,-1
1,1,-1,-1,-1,-1,-1,2,-1,0,-1,-2.54,-7.62,-1,16.0,2.0,2.0,-1,0,0.040000000000000036,-0.5800000000000001,0,0,0,0,1235.0,540.2941,0
0,0,0,-2,-1,1,-1,2,-1,0,0,7.62,2.54,5,-8.25,-0.4167,0.2083,1,0,-0.128,-0.10499999999999998,0,0,1,0,260.0,50.9259,0
1,0,0,0,-6,-10,1,-28,0,-2,-3,5.08,5.08,-5,-15.2333,-0.6833,0.5333,-1,0,0.08400000000000002,-0.10599999999999998,0,0,-5,0,795.0,351.1905,1
1,0,0,2,-1,-2,1,-9,1,0,-1,-5.08,-10.16,-2,-22.925,-0.475,1.025,-1,0,0.003999999999999948,0.20600000000000002,0,0,-1,0,460.0,178.3333,1
0,0,1,0,-5,-12,7,-39,1,-7,-2,2.54,12.7,4,15.7857,-0.4762,1.1905,0,0,0.15999999999999998,0.09500000000000003,0,-1,-2,0,-620.0,-264.2308,1
0,0,0,-1,0,-8,3,-28,1,1,-4,0.0,5.08,3,17.3444,-0.8,-3.1056,0,0,0.01100000000000001,-0.23299999999999993,0,-3,-2,0,280.0,66.0345,0
