Winner,TitleBout,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,M_DEC_diff,S_DEC_diff,U_DEC_diff,TKO_diff,odds_diff,ev_diff,Stance_diff
1,0,0,-1,4,9,3,33,0,3,-1,-15.24,-20.32,12,-1.25,-0.1,0.26,0,0,-0.019999999999999962,0.02999999999999997,0,1,6,0,595.0,239.2308,-1
1,0,0,0,-4,-4,0,-9,0,-1,-1,0.0,7.62,-3,-3.09,-0.4,-1.24,0,0,-0.14,-0.17,0,0,-2,0,480.0,181.5385,-1
1,0,0,-1,-5,-6,-1,-17,0,-2,0,-7.62,-10.16,3,-2.24,1.5,0.69,-1,0,0.010000000000000009,0.04999999999999999,0,0,-4,0,1750.0,690.4762,0
1,0,1,-2,0,0,-1,-5,0,1,0,-2.54,-7.62,1,0.05,-0.4,-2.77,0,0,0.010000000000000009,-0.53,0,0,-1,0,350.0,107.36840000000001,0
0,0,1,-2,-2,-3,0,-7,0,-1,-1,2.54,-10.16,-3,-0.41,-0.1,0.11,0,0,-0.13,0.15000000000000002,0,0,-1,0,335.0,99.4444,2
1,0,0,0,-1,1,1,-2,0,-2,5,10.16,17.78,5,1.24,1.6,-0.29,0,0,0.02999999999999997,0.11000000000000004,0,0,-2,0,360.0,113.7179,0
1,0,2,0,-3,-4,1,-4,0,-2,0,5.08,2.54,3,-0.12,-0.3,0.07,0,0,0.03999999999999998,-0.21999999999999997,0,-2,0,0,260.0,48.5714,0
0,0,0,0,-1,-3,-3,-24,0,0,4,2.54,-5.08,-7,1.0,1.3,0.41,0,0,0.11000000000000004,0.07999999999999996,0,-3,-4,0,230.0,25.0,1
0,0,0,-1,-1,-1,-4,-13,0,0,-1,2.54,5.08,2,1.04,-1.7,-0.02,0,0,0.06,0.32999999999999996,0,0,0,0,230.0,25.0,-1
1,0,2,-1,1,-1,-2,-8,0,1,0,7.62,12.7,-14,3.09,-0.4,-2.27,0,0,-0.09000000000000002,-0.55,0,0,-2,0,-515.0,-199.2857,-1
1,0,-2,3,-1,1,-2,-3,-1,0,0,-7.62,-7.62,-6,-0.53,-0.1,-0.53,-1,1,-0.010000000000000009,0.08000000000000002,0,0,1,0,380.0,126.2195,2
0,0,0,-2,-1,0,2,5,0,-1,0,0.0,-12.7,-3,1.43,0.2,2.74,0,0,-0.04999999999999993,0.41,0,0,1,0,240.0,33.076899999999995,0
1,0,-2,2,0,-6,-5,-26,0,-2,0,2.54,-2.54,1,2.0,-0.1,-1.12,0,0,0.14,0.07,0,-2,-2,0,250.0,40.9259,-2
1,0,3,-1,-1,-1,2,2,0,-1,0,-10.16,-2.54,8,-2.73,-0.9,-1.45,0,0,-0.10999999999999999,-0.41,0,0,0,0,930.0,390.7692,0
0,0,1,-1,0,-2,-2,-11,0,-3,2,0.0,12.7,-2,-0.65,0.6,1.23,0,0,-0.030000000000000027,0.37,0,0,-1,0,335.0,99.4444,0
1,0,0,-1,0,0,2,8,0,1,-1,2.54,-2.54,4,1.82,-2.9,-6.41,0,0,-0.12,-0.24,0,0,0,0,400.0,138.4884,0
1,0,0,1,1,0,-2,-8,0,0,-1,-7.62,-2.54,-3,-0.88,0.7,1.39,0,-1,0.16999999999999998,0.07999999999999996,0,0,1,0,-400.0,-138.4884,2
1,0,-1,0,-2,-4,-3,-19,0,-2,0,-7.62,-7.62,-3,1.04,0.2,-0.15,0,0,-0.10000000000000003,-0.3,0,-1,-1,0,380.0,126.2195,0
0,0,1,-1,1,2,2,12,0,0,0,-2.54,-5.08,4,-0.38,-0.8,1.02,0,0,0.07999999999999996,0.2,0,1,1,0,-370.0,-120.0,0
1,0,-1,1,1,1,-1,0,0,0,0,5.08,12.7,-9,2.79,-0.6,-1.82,0,0,-0.07,0.030000000000000027,0,0,1,0,-740.0,-305.6098,-2
0,0,0,0,1,5,2,14,0,1,3,-2.54,-12.7,2,-1.6,0.3,1.93,0,0,-0.06000000000000005,-0.24000000000000005,0,0,1,0,-290.0,-70.4839,1
0,0,0,0,0,-3,-2,-11,0,-3,1,10.16,0.0,-3,1.6,-0.1,-3.7,0,0,0.050000000000000044,-0.009999999999999953,0,-1,0,0,-305.0,-79.3939,0
1,0,0,0,-1,-1,0,-4,0,0,0,12.7,10.16,0,2.23,0.0,0.0,0,0,0.13999999999999996,0.0,0,0,-1,0,280.0,63.333299999999994,-2
1,0,2,0,7,-4,-7,-29,0,1,-5,-2.54,0.0,1,0.34,-0.4,-0.66,0,0,0.0,0.04999999999999999,0,0,0,0,-280.0,-63.333299999999994,1
1,0,0,-3,0,6,4,33,0,2,1,2.54,15.24,1,-1.47,-2.1,-3.15,0,0,-0.08999999999999997,-0.08000000000000002,0,2,1,0,1020.0,422.7586,0
0,0,0,2,0,-4,-4,-17,0,-6,1,2.54,7.62,1,2.96,0.1,-0.64,0,0,0.07,0.09000000000000002,0,-1,2,0,-315.0,-86.1765,-1
1,0,0,0,0,0,-2,-9,0,0,0,5.08,10.16,-3,-1.47,0.2,2.21,0,0,0.06,-0.12,0,0,0,0,360.0,113.7179,0
1,0,-1,0,-2,0,2,6,0,-1,0,-12.7,-17.78,-2,0.57,-0.9,3.72,-1,1,-0.10000000000000003,-0.43000000000000005,0,0,1,0,-335.0,-99.4444,-1
0,0,0,1,-3,0,3,3,0,1,2,12.7,2.54,2,0.73,0.8,1.69,0,0,-0.020000000000000018,0.48,0,-1,-2,0,400.0,138.4884,-1
1,0,0,-2,-2,-2,0,-1,0,-1,-2,2.54,-2.54,-5,-0.01,-2.6,-1.87,0,0,-0.22000000000000003,-0.18,0,0,1,0,1125.0,464.4961,0
1,0,0,0,2,3,4,15,0,1,0,2.54,7.62,0,-0.96,0.1,0.3,0,0,0.06,-0.019999999999999962,0,0,2,0,-240.0,-33.076899999999995,0
0,0,0,0,0,-4,-4,-18,0,0,-1,-15.24,-7.62,3,-1.39,-0.6,-0.71,0,0,0.03999999999999998,-0.33,0,-1,-2,0,960.0,401.4815,0
1,0,-1,1,-2,-2,-2,-12,0,0,0,10.16,7.62,8,-0.74,0.5,-1.91,0,0,-0.24,-0.68,0,-1,-1,0,655.0,267.2222,0
0,0,0,-1,0,1,1,7,0,0,0,-2.54,5.08,-5,-0.96,-0.6,1.17,0,1,-0.13,0.15000000000000002,0,0,1,0,-335.0,-99.4444,0
0,0,1,0,1,1,2,7,0,0,0,2.54,-7.62,4,-0.34,0.0,-0.42,0,0,-0.07999999999999996,0.09999999999999998,0,1,0,0,325.0,92.8571,1
0,0,-1,0,1,1,-1,-3,0,1,0,5.08,10.16,2,-2.27,0.5,-1.06,0,0,-0.10000000000000003,-0.019999999999999962,0,0,0,0,220.0,16.666700000000006,0
1,0,-1,5,-2,1,2,-8,-3,5,-2,-5.08,-15.24,-3,-1.72,-0.5,-0.58,-1,0,-0.13999999999999996,-0.21,0,0,-2,0,855.0,358.9474,-1
1,0,-1,1,-4,-6,-1,-15,-3,-5,2,0.0,2.54,-3,-0.02,0.5,0.86,-1,1,0.020000000000000018,0.07,0,-1,-2,0,390.0,132.381,-1
1,0,0,1,1,2,1,6,0,2,0,-12.7,2.54,1,-0.33,-1.3,0.71,-1,0,-0.19000000000000006,0.08000000000000002,0,1,-1,0,460.0,170.0,-1
0,0,1,0,-2,-4,-4,-17,0,-2,0,0.0,2.54,-1,1.01,0.0,-0.26,0,0,0.15000000000000002,0.14,0,-2,0,0,-10.0,-8.281599999999997,-1
1,0,0,0,0,0,0,0,0,0,0,-2.54,0.0,2,0.67,-0.4,-1.06,0,0,-0.020000000000000018,-0.6,0,0,0,0,400.0,138.4884,1
0,0,-1,1,1,1,-2,-5,0,-2,2,-7.62,0.0,3,0.27,0.0,1.21,0,-1,0.030000000000000027,0.24999999999999997,0,0,1,0,280.0,63.333299999999994,2
1,0,0,1,1,2,3,13,0,1,0,-5.08,-7.62,-2,0.63,1.0,-0.2,0,0,0.0,-0.36000000000000004,0,0,1,0,540.0,211.1017,0
0,0,2,-1,0,-6,-3,-21,0,-2,0,5.08,10.16,-10,0.63,0.0,0.28,0,0,-0.04999999999999999,0.2,0,-2,-2,0,-425.0,-151.5217,-1
1,0,-1,0,-2,-2,-2,-10,0,0,0,-7.62,-12.7,1,1.3,-0.2,-0.31,0,0,-0.08999999999999997,-0.11000000000000001,-1,0,-1,0,-390.0,-132.381,0
1,0,0,-1,-1,-1,-1,-5,0,0,-1,0.0,-5.08,6,-2.18,0.9,0.04,0,0,-0.030000000000000027,0.030000000000000027,0,0,0,0,550.0,216.6667,1
0,0,-2,1,0,0,-3,-10,0,-1,0,7.62,2.54,-4,1.55,-0.2,1.37,0,0,0.08000000000000002,0.37,0,0,1,0,230.0,25.0,0
1,0,-1,0,-2,-2,-2,-7,0,-1,-1,-2.54,-5.08,-7,0.71,-0.6,2.71,0,0,0.11999999999999994,0.09000000000000002,0,0,0,0,480.0,181.5385,-2
0,1,0,-6,-6,-4,2,-8,-5,-2,0,5.08,-5.08,-5,-1.68,0.3,-1.57,-1,0,0.010000000000000009,-0.09000000000000002,0,1,-3,0,575.0,228.254,1
1,0,0,0,4,10,2,19,3,2,7,5.08,12.7,6,-2.12,1.0,0.34,-1,0,-0.08999999999999997,-0.46,0,0,1,0,605.0,244.697,-1
0,0,0,4,-8,-14,-4,-58,-15,-10,0,-2.54,-5.08,-4,0.87,0.2,5.92,1,0,-0.050000000000000044,-0.17000000000000004,0,0,-4,0,-290.0,-70.4839,0
0,0,1,0,1,1,1,7,0,0,-1,0.0,2.54,2,-0.63,0.4,0.08,0,0,-0.03999999999999998,0.010000000000000009,0,0,2,0,-270.0,-56.034499999999994,0
1,0,3,-1,-2,-4,0,-8,0,-2,-2,-2.54,-10.16,3,0.64,1.2,-0.76,0,0,-0.06999999999999995,-0.3,0,0,0,0,1450.0,588.2353,0
1,0,-1,5,0,-4,-6,-31,0,-3,3,-2.54,-7.62,-5,0.37,0.7,2.75,-1,0,0.040000000000000036,0.21000000000000002,0,1,-5,0,-585.0,-233.75,-1
0,0,-1,0,-3,-1,2,2,-1,-1,-2,-7.62,-17.78,-9,2.93,-0.2,0.9,0,-1,0.09000000000000002,0.06,0,0,2,0,-505.0,-193.6364,0
0,0,1,0,-1,-1,1,2,0,-1,0,0.0,17.78,4,2.24,-0.7,0.87,0,0,-0.04999999999999999,0.030000000000000027,0,0,0,0,305.0,79.3939,2
1,0,0,-1,-1,0,1,3,0,0,0,2.54,0.0,4,-0.76,-0.3,0.8,-1,0,0.21999999999999997,0.42,0,0,0,0,900.0,380.0,-1
1,0,2,-1,-1,-1,0,-1,0,-1,0,0.0,-5.08,0,-1.6,0.0,1.38,0,0,-0.03999999999999998,0.06,0,0,0,0,230.0,25.0,-2
0,0,-1,0,1,1,-1,3,0,0,0,5.08,0.0,5,0.6,-1.2,1.11,0,0,0.11999999999999994,-0.10999999999999999,0,1,0,0,280.0,63.333299999999994,0
1,0,0,-1,7,1,-3,10,9,-4,-4,0.0,-5.08,8,-0.36,-0.7,2.31,-1,0,-0.15999999999999998,0.02999999999999997,0,3,6,0,415.0,145.5556,2
1,0,0,1,1,0,-1,-2,0,1,0,5.08,5.08,-6,-1.21,-0.5,-0.33,0,0,0.019999999999999962,-0.23999999999999996,0,0,-1,0,-620.0,-250.5882,0
1,0,0,0,0,0,0,0,0,0,0,0.0,5.08,-3,-2.31,0.3,2.23,0,0,0.08000000000000002,0.53,0,0,0,0,390.0,132.381,0
0,0,0,1,0,-5,-6,-27,0,1,0,-5.08,-10.16,1,1.69,-0.1,-1.55,0,0,0.020000000000000018,-0.17,0,0,-6,0,-280.0,-63.333299999999994,-1
1,0,0,0,0,0,0,2,0,-2,1,-2.54,5.08,-5,0.34,0.3,0.41,0,0,-0.030000000000000027,0.22000000000000003,0,0,1,0,-400.0,-138.4884,0
0,0,0,0,0,6,6,24,0,-2,8,2.54,7.62,1,-0.99,1.6,1.21,0,0,-0.03999999999999998,0.08999999999999997,0,0,0,0,540.0,211.1017,-1
1,0,-3,2,-1,-5,-10,-44,0,-2,1,-2.54,-7.62,-9,-1.3,0.9,2.19,0,0,-0.010000000000000009,0.14999999999999997,0,0,-4,0,-605.0,-244.697,0
1,0,0,-1,-1,-1,0,-1,0,-1,1,0.0,2.54,0,0.06,0.3,0.25,0,0,-0.030000000000000027,0.25,0,0,-1,0,560.0,222.2131,0
0,0,-1,0,1,-2,0,-6,0,0,-2,2.54,0.0,1,-0.02,-0.3,-1.56,-1,-1,0.07,-0.10999999999999999,0,0,0,0,350.0,107.36840000000001,0
1,0,0,0,-2,-6,-4,-22,0,-2,-2,15.24,7.62,-3,-3.37,-0.9,-0.22,0,0,0.0,-0.5,0,0,-2,0,655.0,267.2222,-1
0,0,1,-2,0,-2,1,4,0,0,-1,0.0,-12.7,8,0.41,-0.2,-1.27,0,0,-0.04999999999999999,-0.27,0,0,-1,0,830.0,348.2609,1
0,0,-1,0,-1,-2,-3,-8,0,0,-1,5.08,5.08,-6,1.42,-0.9,-6.56,0,0,-0.020000000000000018,-0.37,-1,0,0,0,-550.0,-216.6667,0
0,0,-1,2,-1,-9,-8,-42,1,-7,0,5.08,7.62,-7,3.46,-0.1,-0.88,-1,0,0.06000000000000005,-0.33,0,0,-2,0,-585.0,-233.75,-1
0,0,-1,1,0,-7,-2,-16,0,-4,-4,0.0,0.0,1,-0.1,-0.5,-0.54,-1,0,-0.020000000000000018,-0.09000000000000002,0,0,1,0,390.0,132.381,-1
1,0,0,0,0,0,0,0,0,0,0,0.0,-7.62,1,1.05,0.0,-0.31,0,0,0.26,-0.1,0,0,0,0,-515.0,-199.2857,0
0,0,0,0,0,0,0,0,0,0,0,7.62,-2.54,-8,1.27,1.8,1.84,0,0,0.15000000000000002,0.44,0,0,0,0,-260.0,-48.5714,2
0,0,-3,1,-2,0,0,-4,0,-1,1,0.0,2.54,-4,-1.09,0.7,4.4,-1,0,0.0,0.25,1,-2,1,0,-575.0,-228.254,0
1,0,0,0,-2,-2,-1,-3,0,-1,-1,2.54,5.08,3,-2.13,-1.0,2.55,0,0,-0.14,0.19000000000000006,0,0,0,0,1600.0,639.4737,2
0,0,-6,0,-2,-6,-9,-36,0,-2,-1,-5.08,-2.54,-9,1.8,-0.1,1.02,0,-1,0.06,0.29,0,-1,-2,0,-1240.0,-506.1111,0
1,0,2,-2,-1,0,3,6,0,2,-1,-7.62,-10.16,5,-2.31,-0.6,-0.36,0,0,-0.10000000000000003,0.08999999999999997,0,0,-1,0,595.0,239.2308,-1
1,0,1,0,-1,-1,1,-2,0,0,0,10.16,25.4,7,-0.21,-0.4,-2.22,0,0,0.06999999999999995,-0.58,0,0,-1,0,360.0,113.7179,0
1,0,0,1,0,-2,-1,-9,-1,1,-2,0.0,5.08,3,-1.81,-0.9,1.84,0,-1,-0.12999999999999995,0.13,0,0,-1,0,-220.0,-16.666700000000006,0
0,1,1,-2,8,8,1,19,9,6,1,5.08,0.0,2,1.39,-0.1,0.79,1,0,0.040000000000000036,-0.010000000000000009,0,1,0,0,-450.0,-164.1837,0
1,1,-1,3,0,0,-1,-15,-5,1,-3,-7.62,-2.54,1,0.69,-0.5,-1.13,-1,-2,-0.04999999999999999,-0.13,0,0,2,0,390.0,132.381,0
0,0,-1,3,-3,-14,-6,-50,-1,-10,0,0.0,12.7,-7,3.38,0.0,-0.57,-1,0,-0.06,-0.26,0,-2,-2,0,-290.0,-70.4839,-1
1,0,1,-2,1,-1,-1,-12,-2,0,0,2.54,-5.08,-2,-0.22,0.0,-0.57,-1,0,-0.02999999999999997,-0.009999999999999953,0,-1,0,0,360.0,113.7179,0
1,0,0,-5,-5,5,7,25,0,3,5,2.54,2.54,4,-0.4,0.6,-0.56,-1,0,-0.040000000000000036,-0.04999999999999999,0,0,-3,0,1070.0,443.6066,0
1,0,0,-1,-1,-6,-3,-25,0,0,-1,5.08,7.62,-2,-1.18,0.0,0.66,0,0,0.020000000000000018,0.30999999999999994,0,-1,-4,0,-350.0,-107.36840000000001,-2
1,0,0,0,-2,-9,-6,-31,0,-7,1,0.0,-5.08,-2,-2.54,1.4,-0.38,0,0,0.07999999999999996,0.07999999999999999,0,0,-3,0,305.0,79.3939,1
1,0,0,1,-1,-4,0,-11,0,-1,1,-5.08,0.0,-7,-0.18,0.3,2.03,0,0,-0.13000000000000006,0.18,0,-1,-3,0,370.0,120.0,0
1,0,0,-2,-2,-2,0,-4,0,-1,0,2.54,-5.08,10,-0.7,0.0,0.88,0,0,-0.02999999999999997,-0.12,0,0,-1,0,1050.0,433.3333,-1
1,0,3,-1,1,1,3,11,0,1,0,-2.54,5.08,6,1.02,-0.3,-0.88,0,0,-0.15000000000000002,-0.33,0,2,-2,0,220.0,16.666700000000006,0
1,0,0,-2,-2,-2,-1,-9,0,0,0,7.62,-7.62,-1,1.55,0.0,-1.02,0,0,0.09000000000000002,-0.28,0,-2,0,0,260.0,48.5714,-1
1,0,0,0,-1,-1,0,-4,0,-1,0,0.0,12.7,6,0.35,0.0,-1.92,0,0,0.020000000000000018,-0.4,0,0,0,0,380.0,126.2195,0
1,0,0,3,0,-6,-3,-31,1,-3,2,2.54,-5.08,-2,4.53,1.6,-2.42,-1,0,0.17000000000000004,0.47,0,0,-5,0,-290.0,-70.4839,0
1,0,-1,4,0,-5,-5,-25,0,0,-3,-7.62,-5.08,1,0.67,-0.4,-1.53,-1,0,0.07,-0.3,0,0,-2,0,0.0,0.0,0
1,0,0,0,0,2,1,8,0,0,1,-2.54,-5.08,0,-2.39,-1.0,1.28,0,0,0.07999999999999996,0.0,0,1,0,0,505.0,193.6364,-1
1,0,1,0,1,2,0,16,3,2,-2,5.08,5.08,5,-0.35,-1.0,-0.76,-1,0,-0.15000000000000002,0.010000000000000009,0,0,2,0,370.0,120.0,0
1,0,0,-1,-2,-3,-1,-13,0,-1,1,0.0,-2.54,-2,-0.2,-0.3,-1.18,0,0,-0.020000000000000018,-0.24,0,0,-3,0,830.0,348.2609,0
0,0,2,-5,-1,-3,1,0,1,1,-6,-2.54,-2.54,-2,2.34,-1.5,-1.12,-1,-1,0.019999999999999962,0.13,0,2,0,0,-270.0,-56.034499999999994,0
0,0,0,0,0,1,1,2,0,1,0,-7.62,-5.08,0,-1.68,0.0,-1.5,0,0,0.11000000000000004,0.04999999999999999,0,1,-1,0,765.0,316.4706,-1
1,0,0,0,-1,-2,-1,-9,0,0,0,-2.54,-7.62,6,0.82,0.2,-2.51,0,0,0.07999999999999996,0.12000000000000005,0,1,-3,0,785.0,327.0115,0
1,0,1,0,-2,1,5,18,0,0,-1,7.62,0.0,6,-2.67,0.5,0.11,0,0,-0.15000000000000002,-0.13,0,2,0,0,990.0,412.1429,-2
0,0,0,2,0,-3,-4,-15,0,1,-3,5.08,-2.54,-3,3.99,-0.3,1.28,0,0,0.10000000000000003,0.07,0,-1,0,0,-280.0,-63.333299999999994,-1
1,0,0,-1,-1,-1,0,-1,0,0,-1,5.08,0.0,10,3.22,-0.3,-4.91,0,0,0.06,-0.20999999999999996,0,0,0,0,900.0,380.0,-2
1,0,0,0,0,0,0,1,0,0,0,-5.08,-15.24,-3,0.49,0.6,0.6,0,0,0.030000000000000027,-0.03,0,0,0,0,525.0,204.91230000000002,-2
0,0,1,0,1,1,1,3,0,1,0,-5.08,-17.78,0,0.71,-0.7,0.85,0,0,-0.07,0.09000000000000002,0,0,0,0,0.0,0.0,0
0,0,-1,0,-3,-2,1,5,0,0,-3,0.0,7.62,-2,1.58,-1.0,-1.84,0,1,0.010000000000000009,0.010000000000000009,0,0,1,0,-400.0,-138.4884,1
0,0,0,0,0,1,0,4,1,0,-3,7.62,5.08,-2,0.58,-0.5,-0.48,-1,0,0.08000000000000002,0.0,0,2,2,0,360.0,113.7179,2
0,0,0,0,1,-3,-3,-29,1,2,-3,2.54,7.62,-1,-0.26,0.2,-0.49,-1,0,0.08000000000000002,0.3,0,-1,-1,0,-575.0,-228.254,-1
1,0,-1,5,1,-5,-4,-20,0,-5,0,-2.54,-2.54,4,-1.14,0.0,-0.07,-1,0,0.07,-0.07999999999999996,0,0,0,0,-290.0,-70.4839,0
1,0,-1,3,-1,-2,-3,-9,0,1,-2,0.0,5.08,-6,0.41,-0.4,-0.3,-1,0,0.16000000000000003,0.56,0,-2,1,0,-480.0,-181.5385,-1
1,0,0,1,-1,-3,0,-7,0,0,0,-5.08,-15.24,-5,-1.92,0.1,-0.08,-1,1,-0.040000000000000036,-0.21,0,-1,-2,0,325.0,92.8571,-2
1,0,0,0,0,5,2,20,5,-1,3,2.54,-5.08,-3,-1.43,1.2,0.99,-1,0,0.06,0.06,1,-3,5,0,-380.0,-126.2195,0
1,0,0,0,-2,-1,1,2,0,-1,0,-7.62,10.16,5,-1.82,0.0,0.66,0,0,-0.08000000000000002,-0.11000000000000004,0,0,0,0,460.0,170.0,1
1,0,0,1,1,-3,-2,-12,0,-1,0,5.08,5.08,-2,0.76,0.4,-2.1,-1,0,0.14999999999999997,-0.06,0,-1,-1,0,-315.0,-86.1765,0
1,0,1,-1,2,1,-2,-10,0,1,2,-7.62,0.0,1,-4.02,1.7,1.91,0,0,-0.15000000000000002,-0.15999999999999998,0,0,-2,0,390.0,132.381,2
1,0,0,-2,-1,-2,-2,-12,0,0,1,2.54,5.08,-6,-2.01,0.2,1.54,-1,0,-0.03999999999999998,0.25,0,0,-3,0,-230.0,-25.0,0
0,0,1,0,-1,-3,-1,-8,0,-1,0,-2.54,-2.54,-7,0.22,1.0,1.84,0,0,0.08000000000000002,-0.5900000000000001,0,-2,0,0,-250.0,-40.9259,2
0,0,0,-2,-2,-6,-4,-25,-1,-1,-3,-7.62,-10.16,-11,4.93,-0.6,-1.12,-1,0,0.21000000000000002,-0.06999999999999998,0,-2,0,0,-315.0,-86.1765,0
0,0,0,3,0,-15,-10,-82,-4,-2,-4,0.0,2.54,-8,1.42,-0.6,-1.66,-1,0,0.040000000000000036,0.050000000000000044,0,-1,-8,0,-390.0,-132.381,-1
1,0,0,-1,-1,-1,0,-3,0,0,0,5.08,-10.16,2,2.08,-0.5,-1.34,0,0,-0.07999999999999996,-0.26999999999999996,0,1,-2,0,460.0,170.0,1
0,0,0,0,0,-2,-3,-16,0,0,0,2.54,5.08,-7,0.01,1.2,0.46,0,0,0.08999999999999997,-0.26,0,1,-3,0,-855.0,-358.9474,0
0,0,1,0,1,1,5,15,0,1,0,0.0,-5.08,2,1.08,0.0,-0.09,0,0,0.010000000000000009,0.0,0,0,0,0,425.0,151.5217,0
1,0,0,0,0,-1,-1,-4,0,-1,0,2.54,7.62,-5,1.2,0.5,0.69,0,0,-0.06,0.09,0,1,-1,0,-425.0,-151.5217,0
0,0,1,-1,-2,-10,-10,-52,-1,-3,0,5.08,2.54,-9,0.12,0.1,1.69,0,0,0.07,-0.06999999999999995,0,-1,-6,0,-425.0,-151.5217,1
1,0,1,-1,-1,-1,-1,-2,0,0,-1,0.0,7.62,0,1.42,0.3,0.73,0,0,-0.010000000000000009,0.20999999999999996,0,0,0,0,-290.0,-70.4839,-2
1,0,-2,1,0,2,4,17,0,-1,1,-2.54,0.0,-2,0.43,0.1,-0.04,0,0,-0.16000000000000003,-0.10999999999999999,0,1,1,0,335.0,99.4444,1
1,0,0,-1,-1,-1,-1,-4,0,-1,0,-12.7,-10.16,-3,0.55,-0.1,-0.67,0,0,0.07000000000000006,-0.17,0,0,0,0,1300.0,536.6667,0
1,0,1,0,-1,0,2,-2,0,-2,2,-10.16,-22.86,1,-2.56,0.3,0.12,0,0,0.06,-0.04999999999999999,0,0,0,0,290.0,70.4839,0
0,0,0,-2,-2,-2,0,-6,0,-1,1,0.0,2.54,-4,-0.73,1.7,-0.12,0,0,-0.050000000000000044,-0.29000000000000004,0,0,-2,0,220.0,16.666700000000006,2
1,1,0,0,-6,-3,4,-13,-11,2,0,-12.7,-7.62,6,0.49,-0.1,0.37,-1,0,0.020000000000000018,0.34,0,-1,-4,0,960.0,401.4815,0
1,1,0,-9,2,8,6,43,0,5,2,12.7,-5.08,-3,1.01,0.1,-1.53,-1,0,-0.08000000000000007,0.16000000000000003,0,0,1,0,335.0,99.4444,0
0,0,0,-4,-4,-10,-3,-38,3,-2,-1,7.62,7.62,3,-0.78,0.1,-0.61,-1,0,0.21000000000000002,0.36,0,-3,-4,0,230.0,25.0,0
0,0,0,1,-3,-12,-8,-57,-6,-10,1,2.54,-5.08,-7,1.5,0.3,-0.52,0,0,0.010000000000000009,-0.42000000000000004,0,-2,-1,0,-220.0,-16.666700000000006,0
0,0,-1,4,0,2,1,-2,0,4,2,20.32,15.24,-3,0.89,1.1,-0.98,-1,0,-0.050000000000000044,0.19000000000000006,0,-1,-3,0,-280.0,-63.333299999999994,-1
1,0,5,-2,1,6,1,17,4,5,0,12.7,5.08,1,1.42,-0.5,-0.37,0,0,0.040000000000000036,-0.10999999999999999,0,-2,3,0,350.0,107.36840000000001,1
1,0,0,0,0,0,1,4,0,0,0,-12.7,-2.54,5,0.78,0.0,0.06,0,0,-0.10000000000000003,-0.050000000000000044,0,0,0,0,350.0,107.36840000000001,-2
0,0,0,0,-3,-12,-6,-52,2,0,0,0.0,5.08,-6,2.8,0.9,2.26,-1,0,0.06,0.24,0,-3,-9,0,-315.0,-86.1765,-2
0,0,-1,6,2,-4,-8,-32,-1,-8,4,2.54,-2.54,-5,-1.26,1.1,3.69,-1,0,0.020000000000000018,0.12,0,-1,1,0,-630.0,-256.0145,-1
0,0,-3,2,1,1,-7,-25,-1,3,0,-2.54,-2.54,-11,0.84,-0.4,0.86,-1,0,0.16000000000000003,0.02999999999999997,0,-1,-1,0,-575.0,-228.254,-2
0,0,3,0,-2,-4,1,-7,0,-1,0,5.08,5.08,-5,-1.24,1.4,-0.73,0,0,-0.12,-0.14999999999999997,0,-1,-2,0,290.0,70.4839,0
0,0,0,-2,-2,-2,0,-7,0,0,1,7.62,-5.08,6,-0.56,0.1,2.0,-1,0,0.020000000000000018,-0.020000000000000018,0,0,-3,0,440.0,158.3333,-1
0,0,0,1,-4,-16,-7,-68,0,-4,1,-5.08,-7.62,-7,0.68,1.6,-0.66,-1,0,0.14999999999999997,-0.11000000000000004,0,-2,-11,0,-785.0,-327.0115,0
1,0,1,0,-2,-3,0,-5,0,-2,0,-2.54,0.0,2,0.81,-0.2,-0.98,0,0,0.09999999999999998,-0.33,0,-1,0,0,250.0,40.9259,0
1,0,-1,0,-1,0,1,-1,0,-1,1,2.54,2.54,5,0.64,-0.9,1.37,0,0,0.009999999999999953,0.010000000000000009,0,0,0,0,440.0,158.3333,0
0,0,0,-1,-1,-1,0,-4,0,-1,1,-5.08,-7.62,-4,1.32,-0.3,3.3,0,0,0.13,-0.25,0,0,-1,0,-1600.0,-639.4737,0
1,0,0,-2,-1,0,1,2,0,-3,3,5.08,-5.08,-2,-2.57,1.6,4.18,0,0,0.030000000000000027,0.3,0,0,0,0,10.0,8.281599999999997,0
1,0,1,-1,1,1,1,8,0,0,0,-10.16,0.0,-4,-1.84,-0.3,-0.19,0,0,-0.06999999999999995,-0.18000000000000005,0,0,1,0,-290.0,-70.4839,0
1,0,0,1,1,2,1,8,0,0,1,2.54,7.62,4,1.42,1.1,0.11,0,0,-0.010000000000000009,0.21999999999999997,0,1,0,0,-380.0,-126.2195,-2
0,0,0,0,-2,-3,-1,-9,0,-1,0,-5.08,-5.08,7,-1.13,-0.2,2.98,0,0,0.010000000000000009,0.07999999999999999,-1,-1,0,0,-315.0,-86.1765,0
